STOCK CLASSIFICATION KANA NAME,STCK_CLSSFCTN_KN_NM,,X,,,,,
MAIN MODEL CODE,MN_MDL_CD,,X,,,,,
EXPIRATION DATE,EXPRTN_DT,,X,,,,,
NEW REGISTRATION ACT COST LIST PRICE,NW_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
NEW REGISTRATION ACT COST,NW_RGSTRTN_ACT_CST,,X,,,,,
DELETE REGISTRATION ACT COST LIST PRICE,DLT_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
DELETE REGISTRATION ACT COST,DLT_RGSTRTN_ACT_CST,,X,,,,,
CHANGE REGISTRATION ACT COST LIST PRICE,CHNG_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
CHANGE REGISTRATION ACT COST,CHNG_RGSTRTN_ACT_CST,,X,,,,,
TRANSFER REGISTRATION ACT COST LIST PRICE,TRNSFR_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
TRANSFER REGISTRATION ACT COST,TRNSFR_RGSTRTN_ACT_CST,,X,,,,,
REQUEST REGISTRATION ACT COST LIST PRICE,RQST_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
REQUEST REGISTRATION ACT COST,RQST_RGSTRTN_ACT_CST,,X,,,,,
GARAGE CERTIFICATE ACT COST LIST PRICE,GRG_CRTFCT_ACT_CST_LST_PRC,,X,,,,,
GARAGE CERTIFICATE ACT COST,GRG_CRTFCT_ACT_CST,,X,,,,,
DELIVERY COST,DLVRY_CST,,X,,,,,
TRADE IN PROCESS ACT COST LIST PRICE,TRD_IN_PRCSS_ACT_CST_LST_PRC,,X,,,,,
TRADE IN PROCESS ACT COST,TRD_IN_PRCSS_ACT_CST,,X,,,,,
USED VEHICLE WARRANTY PREMIUM LIST PRICE,USD_VHCL_WRRNTY_PRMM_LST_PRC,,X,,,,,
USED VEHICLE WARRANTY PREMIUM COST,USD_VHCL_WRRNTY_PRMM_CST,,X,,,,,
ASSESSMENT COST,ASSSSMNT_CST,,X,,,,,
BACKLIT LICENSE PLATE TAXATION LIST PRICE,BCKLT_LCNS_PLT_TXTN_LST_PRC,,X,,,,,
BACKLIT LICENSE PLATE TAXATION COST,BCKLT_LCNS_PLT_TXTN_CST,,X,,,,,
OTHER LIST PRICE 1,OTHR_LST_PRC_1,,X,,,,,
OTHER COST 1,OTHR_CST_1,,X,,,,,
OTHER LIST PRICE 2,OTHR_LST_PRC_2,,X,,,,,
OTHER COST 2,OTHR_CST_2,,X,,,,,
NEW REGISTRATION LEGAL COST,NW_RGSTRTN_LGL_CST,,X,,,,,
DELETE REGISTRATION LEGAL COST,DLT_RGSTRTN_LGL_CST,,X,,,,,
CHANGE REGISTRATION LEGAL COST,CHNG_RGSTRTN_LGL_CST,,X,,,,,
TRANSFER REGISTRATION LEGAL COST,TRNSFR_RGSTRTN_LGL_CST,,X,,,,,
REQUEST REGISTRATION LEGAL COST,RQST_RGSTRTN_LGL_CST,,X,,,,,
GARAGE CERTIFICATE LEGAL COST,GRG_CRTFCT_LGL_CST,,X,,,,,
TRADE IN PROCESS LEGAL COST,TRD_IN_PRCSS_LGL_CST,,X,,,,,
NOTARIZED DOCUMENT AMOUNT,NTRZD_DCMNT_AMNT,,X,,,,,
BACKLIT LICENSE PLATE TAX FREE AMOUNT,BCKLT_LCNS_PLT_TX_FR_AMNT,,X,,,,,
JAF LIST PRICE,JF_LST_PRC,,X,,,,,
JAF COST,JF_CST,,X,,,,,
OTHER AMOUNT 3,OTHR_AMNT_3,,X,,,,,
OTHER AMOUNT 4,OTHR_AMNT_4,,X,,,,,
OTHER AMOUNT 5,OTHR_AMNT_5,,X,,,,,
OTHER AMOUNT 6,OTHR_AMNT_6,,X,,,,,
IN HOUSE ENVIRONMENT MAINTENANCE COST,IN_HS_ENVRNMNT_MNTNNC_CST,,X,,,,,
OUTSOURCE ENVIRONMENT MAINTENANCE COST,OTSRC_ENVRNMNT_MNTNNC_CST,,X,,,,,
DISPOSAL VEHICLE PROCESS COST,DSPSL_VHCL_PRCSS_CST,,X,,,,,
SALES CHARGES COST SPARE LIST PRICE,SLS_CHRGS_CST_SPR_LST_PRC,,X,,,,,
SALES CHARGES SPARE COST,SLS_CHRGS_SPR_CST,,X,,,,,
NEW LIGHT VEHICLE REGISTRATION ACT COST LIST PRICE,NW_LGHT_VHCL_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
NEW LIGHT VEHICLE REGISTRATION ACT COST,NW_LGHT_VHCL_RGSTRTN_ACT_CST,,X,,,,,
DELETE LIGHT VEHICLE REGISTRATION ACT COST LIST PRICE,DLT_LGHT_VHCL_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
DELETE LIGHT VEHICLE REGISTRATION ACT COST,DLT_LGHT_VHCL_RGSTRTN_ACT_CST,,X,,,,,
CHANGE LIGHT VEHICLE REGISTRATION ACT COST LIST PRICE,CHNG_LGHT_VHCL_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
CHANGE LIGHT VEHICLE REGISTRATION ACT COST,CHNG_LGHT_VHCL_RGSTRTN_ACT_CST,,X,,,,,
TRANSFER LIGHT VEHICLE REGISTRATION ACT COST LIST PRICE,TRNSFR_LGHT_VHCL_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
TRANSFER LIGHT VEHICLE REGISTRATION ACT COST,TRNSFR_LGHT_VHCL_RGSTRTN_ACT_CST,,X,,,,,
LIGHT VEHICLE REQUEST REGISTRATION ACT COST LIST PRICE,LGHT_VHCL_RQST_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
LIGHT VEHICLE REQUEST REGISTRATION ACT COST,LGHT_VHCL_RQST_RGSTRTN_ACT_CST,,X,,,,,
LIGHT VEHICLE GARAGE CERTIFICATE ACT COST LIST PRICE,LGHT_VHCL_GRG_CRTFCT_ACT_CST_LST_PRC,,X,,,,,
LIGHT VEHICLE GARAGE CERTIFICATE ACT COST,LGHT_VHCL_GRG_CRTFCT_ACT_CST,,X,,,,,
LIGHT VEHICLE DELIVERY COST LIST PRICE,LGHT_VHCL_DLVRY_CST_LST_PRC,,X,,,,,
LIGHT VEHICLE DELIVERY COST,LGHT_VHCL_DLVRY_CST,,X,,,,,
NEW LIGHT VEHICLE REGISTRATION LEGAL COST,NW_LGHT_VHCL_RGSTRTN_LGL_CST,,X,,,,,
DELETE LIGHT VEHICLE REGISTRATION LEGAL COST,DLT_LGHT_VHCL_RGSTRTN_LGL_CST,,X,,,,,
CHANGE LIGHT VEHICLE REGISTRATION LEGAL COST,CHNG_LGHT_VHCL_RGSTRTN_LGL_CST,,X,,,,,
TRANSFER LIGHT VEHICLE REGISTRATION LEGAL COST,TRNSFR_LGHT_VHCL_RGSTRTN_LGL_CST,,X,,,,,
LIGHT VEHICLE REQUEST REGISTRATION LEGAL COST,LGHT_VHCL_RQST_RGSTRTN_LGL_CST,,X,,,,,
LIGHT VEHICLE GARAGE CERTIFICATE LEGAL COST,LGHT_VHCL_GRG_CRTFCT_LGL_CST,,X,,,,,
SALES MEASURE COST RETAIL AMOUNT 1,SLS_MSR_CST_RTL_AMNT_1,,X,,,,,
SALES MEASURE COST WHOLESALE AMOUNT 1,SLS_MSR_CST_WHLSL_AMNT_1,,X,,,,,
SALES MEASURE COST DISMANTLEMENT AMOUNT 1,SLS_MSR_CST_DSMNTLMNT_AMNT_1,,X,,,,,
SALES MEASURE COST RETAIL AMOUNT 2,SLS_MSR_CST_RTL_AMNT_2,,X,,,,,
SALES MEASURE COST WHOLESALE AMOUNT 2,SLS_MSR_CST_WHLSL_AMNT_2,,X,,,,,
SALES MEASURE COST DISMANTLEMENT AMOUNT 2,SLS_MSR_CST_DSMNTLMNT_AMNT_2,,X,,,,,
SALES MEASURE COST RETAIL AMOUNT 3,SLS_MSR_CST_RTL_AMNT_3,,X,,,,,
SALES MEASURE COST WHOLESALE AMOUNT 3,SLS_MSR_CST_WHLSL_AMNT_3,,X,,,,,
SALES MEASURE COST DISMANTLEMENT AMOUNT 3,SLS_MSR_CST_DSMNTLMNT_AMNT_3,,X,,,,,
SALES MEASURE COST RETAIL AMOUNT 4,SLS_MSR_CST_RTL_AMNT_4,,X,,,,,
SALES MEASURE COST WHOLESALE AMOUNT 4,SLS_MSR_CST_WHLSL_AMNT_4,,X,,,,,
SALES MEASURE COST DISMANTLEMENT AMOUNT 4,SLS_MSR_CST_DSMNTLMNT_AMNT_4,,X,,,,,
SALES MEASURE COST RETAIL AMOUNT 5,SLS_MSR_CST_RTL_AMNT_5,,X,,,,,
SALES MEASURE COST WHOLESALE AMOUNT 5,SLS_MSR_CST_WHLSL_AMNT_5,,X,,,,,
SALES MEASURE COST DISMANTLEMENT AMOUNT 5,SLS_MSR_CST_DSMNTLMNT_AMNT_5,,X,,,,,
NISSAN CREDIT COST RATE,NISSAN_CRDT_CST_RT,,X,,,,,
OTHER CREDIT COST RATE,OTHR_CRDT_CST_RT,,X,,,,,
BILL COST RATE,BLL_CST_RT,,X,,,,,
VOLUNTARY INSURANCE FEE COST RATE,VLNTRY_INSRNC_FEE_CST_RT,,X,,,,,
INFORMATION MANAGEMENT FEE,INFRMTN_MNGMNT_FEE,,X,,,,,
FUND MANAGEMENT FEE,FND_MNGMNT_FEE,,X,,,,,
USED WEIGHT TAX REFUND CHARGES FEE LIST PRICE,USD_WGHT_TX_RFND_CHRGS_FEE_LST_PRC,,X,,,,,
USED WEIGHT TAX REFUND CHARGES FEE COST,USD_WGHT_TX_RFND_CHRGS_FEE_CST,,X,,,,,
USED DELETE REGISTRATION ACT COST LIST PRICE,USD_DLT_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
USED DELETE REGISTRATION ACT COST,USD_DLT_RGSTRTN_ACT_CST,,X,,,,,
USED ASSESSMENT COST LIST PRICE,USD_ASSSSMNT_CST_LST_PRC,,X,,,,,
USED ASSESSMENT COST,USD_ASSSSMNT_CST,,X,,,,,
USED PROCESS COST IN HOUSE LIST PRICE,USD_PRCSS_CST_IN_HS_LST_PRC,,X,,,,,
USED PROCESS IN HOUSE COST,USD_PRCSS_IN_HS_CST,,X,,,,,
USED DELETE REGISTRATION LEGAL COST LIST PRICE,USD_DLT_RGSTRTN_LGL_CST_LST_PRC,,X,,,,,
USED PROCESS COST OUTSOURCE LIST PRICE,USD_PRCSS_CST_OTSRC_LST_PRC,,X,,,,,
LIGHT VEHICLE USED DELETE REGISTRATION ACT COST LIST PRICE,LGHT_VHCL_USD_DLT_RGSTRTN_ACT_CST_LST_PRC,,X,,,,,
LIGHT VEHICLE USED DELETE REGISTRATION ACT COST,LGHT_VHCL_USD_DLT_RGSTRTN_ACT_CST,,X,,,,,
LIGHT VEHICLE USED DELETE REGISTRATION LEGAL COST LIST PRICE,LGHT_VHCL_USD_DLT_RGSTRTN_LGL_CST_LST_PRC,,X,,,,,
OTHER NAME 1,OTHR_NM_1,,X,,,,,
OTHER NAME 2,OTHR_NM_2,,X,,,,,
OTHER NAME 3,OTHR_NM_3,,X,,,,,
OTHER NAME 4,OTHR_NM_4,,X,,,,,
OTHER NAME 5,OTHR_NM_5,,X,,,,,
OTHER NAME 6,OTHR_NM_6,,X,,,,,
REFUND TRADE IN VEHICLE TAX CLASS,RFND_TRD_IN_VHCL_TX_CLSS,,X,,,,,
SALES MEASURE NAME 1,SLS_MSR_NM_1,,X,,,,,
SALES MEASURE NAME 2,SLS_MSR_NM_2,,X,,,,,
SALES MEASURE NAME 3,SLS_MSR_NM_3,,X,,,,,
SALES MEASURE NAME 4,SLS_MSR_NM_4,,X,,,,,
SALES MEASURE NAME 5,SLS_MSR_NM_5,,X,,,,,
ORDER HOUR SHOP PRICE CHANGE CLASS,ORDR_HR_SHP_PRC_CHNG_CLSS,,X,,,,,
RECEIVED ORDER REPORT ADOPTION CLASS,RCVD_ORDR_RPRT_ADPTN_CLSS,,X,,,,,
MANAGEMENT COLUMN OTHER NAME 1,MNGMNT_CLMN_OTHR_NM_1,,X,,,,,
MANAGEMENT COLUMN OTHER NAME 2,MNGMNT_CLMN_OTHR_NM_2,,X,,,,,
MANAGEMENT COLUMN OTHER NAME 3,MNGMNT_CLMN_OTHR_NM_3,,X,,,,,
PRODUCT TYPE CLASS CODE,PRDCT_TYP_CLSS_CD,,X,,,,,
FUEL NAME,FUEL_NAME,,X,,,,,
VALVE STRUCTURE NAME,VLV_STRCTR_NM,,X,,,,,
PARTS NAME,PRTS_NM,,X,,,,,
PURPOSE CODE,PRPS_CD,,X,,,,,
PURPOSE NAME,PRPS_NM,,X,,,,,
BCM CODE,BCM_CD,,X,,,,,
BCM DENOMINATION NAME,BCM_DNMNTN_NM,,X,,,,,
OA DATE CLASS,OA_DT_CLSS,,X,,,,,
TODAY DATE,TDY_DT,,X,,,,,
DAY BEFORE DATE 2,DY_BFR_DT_2,,X,,,,,
CURRENT MONTH FIRST DATE,CRRNT_MNTH_FRST_DT,,X,,,,,
CURRENT MONTH END OF MONTH DATE,CRRNT_MNTH_END_OF_MNTH_DT,,X,,,,,
LAST MONTH FIRST DATE,LST_MNTH_FRST_DT,,X,,,,,
LAST MONTH END OF MONTH DATE,LST_MNTH_END_OF_MNTH_DT,,X,,,,,
MONTH AFTER NEXT FIRST DATE,MNTH_AFTR_NXT_FRST_DT,,X,,,,,
NEXT MONTH END OF MONTH DATE,NXT_MNTH_END_OF_MNTH_DT,,X,,,,,
AFTER 2 MONTHS FIRST DATE,AFTR_2_MNTHS_FRST_DT,,X,,,,,
MONTH AFTER NEXT END DATE,MNTH_AFTR_NXT_END_DT,,X,,,,,
CURRENT MONTH YEAR MONTH,CRRNT_MNTH_YR_MNTH,,X,,,,,
NEXT MONTH YEAR MONTH,NXT_MNTH_YR_MNTH,,X,,,,,
MONTH AFTER NEXT YEAR MONTH,MNTH_AFTR_NXT_YR_MNTH,,X,,,,,
TWO MONTHS AGO YEAR MONTH,TW_MNTHS_AG_YR_MNTH,,X,,,,,
THREE MONTHS AGO YEAR MONTH,THR_MNTHS_AG_YR_MNTH,,X,,,,,
FOUR MONTHS AGO YEAR MONTH,FR_MNTHS_AG_YR_MNTH,,X,,,,,
FIVE MONTHS AGO YEAR MONTH,FV_MNTHS_AG_YR_MNTH,,X,,,,,
SIX MONTHS AGO YEAR MONTH,SX_MNTHS_AG_YR_MNTH,,X,,,,,
LAST YEAR SAME MONTH YEAR MONTH 1,LST_YR_SM_MNTH_YR_MNTH_1,,X,,,,,
LAST YEAR SAME MONTH YEAR MONTH 2,LST_YR_SM_MNTH_YR_MNTH_2,,X,,,,,
LAST YEAR LAST MONTH YEAR MONTH,LST_YR_LST_MNTH_YR_MNTH,,X,,,,,
LAST YEAR SAME DAY DATE 1,LST_YR_SM_DY_DT_1,,X,,,,,
LAST YEAR SAME DAY DATE 2,LST_YR_SM_DY_DT_2,,X,,,,,
CURRENT MONTH OPERATION DAYS 1,CRRNT_MNTH_OPRTN_DYS_1,,X,,,,,
CURRENT MONTH REMAIN OPERATION DAYS 1,CRRNT_MNTH_RMN_OPRTN_DYS_1,,X,,,,,
CURRENT MONTH OPERATION DAYS 2,CRRNT_MNTH_OPRTN_DYS_2,,X,,,,,
CURRENT MONTH REMAIN OPERATION DAYS 2,CRRNT_MNTH_RMN_OPRTN_DYS_2,,X,,,,,
LAST YEAR SAME DAY OPERATION DAYS 1,LST_YR_SM_DY_OPRTN_DYS_1,,X,,,,,
LAST YEAR SAME DAY REMAIN OPERATION DAYS 1,LST_YR_SM_DY_RMN_OPRTN_DYS_1,,X,,,,,
LAST YEAR SAME DAY OPERATION DAYS 2,LST_YR_SM_DY_OPRTN_DYS_2,,X,,,,,
LAST YEAR SAME DAY REMAIN OPERATION DAYS 2,LST_YR_SM_DY_RMN_OPRTN_DYS_2,,X,,,,,
BATCH PROCESS COMPLETE DATE,BTCH_PRCSS_CMPLT_DT,,X,,,,,
PRESENT CALENDAR YEAR,PRSNT_CLNDR_YR,,X,,,,,
CURRENT FISCAL YEAR,CRRNT_FSCL_YR,,X,,,,,
LAST FISCAL YEAR,LST_FSCL_YR,,X,,,,,
CURRENTTERM CLASS,CRRNTTRM_CLSS,,X,,,,,
LAST TERM CLASS,LST_TRM_CLSS,,X,,,,,
CURRENT MONTH ELAPSED MONTHS,CRRNT_MNTH_ELPSD_MNTHS,,X,,,,,
LAST MONTH ELAPSED MONTHS,LST_MNTH_ELPSD_MNTHS,,X,,,,,
LAST YEAR LAST TERM FIRST YEAR MONTH,LST_YR_LST_TRM_FRST_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM SECOND YEAR MONTH,LST_YR_LST_TRM_SCND_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM THIRD YEAR MONTH,LST_YR_LST_TRM_THRD_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM FOURTH YEAR MONTH,LST_YR_LST_TRM_FRTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM FIFTH YEAR MONTH,LST_YR_LST_TRM_FFTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM SIXTH YEAR MONTH,LST_YR_LST_TRM_SXTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM SEVENTH YEAR MONTH,LST_YR_LST_TRM_SVNTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM EIGHTH YEAR MONTH,LST_YR_LST_TRM_EGHTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM NINTH YEAR MONTH,LST_YR_LST_TRM_NNTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM TENTH YEAR MONTH,LST_YR_LST_TRM_TNTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM ELEVENTH YEAR MONTH,LST_YR_LST_TRM_ELVNTH_YR_MNTH,,X,,,,,
LAST YEAR LAST TERM TWELFTH YEAR MONTH,LST_YR_LST_TRM_TWLFTH_YR_MNTH,,X,,,,,
LAST TERM FIRST YEAR MONTH,LST_TRM_FRST_YR_MNTH,,X,,,,,
LAST TERM SECOND YEAR MONTH,LST_TRM_SCND_YR_MNTH,,X,,,,,
LAST TERM THIRD YEAR MONTH,LST_TRM_THRD_YR_MNTH,,X,,,,,
LAST TERM FOURTH YEAR MONTH,LST_TRM_FRTH_YR_MNTH,,X,,,,,
LAST TERM FIFTH YEAR MONTH,LST_TRM_FFTH_YR_MNTH,,X,,,,,
LAST TERM SIXTH YEAR MONTH,LST_TRM_SXTH_YR_MNTH,,X,,,,,
CURRENTTERM FIRST YEAR MONTH,CRRNTTRM_FRST_YR_MNTH,,X,,,,,
CURRENTTERM SECOND YEAR MONTH,CRRNTTRM_SCND_YR_MNTH,,X,,,,,
CURRENTTERM THIRD YEAR MONTH,CRRNTTRM_THRD_YR_MNTH,,X,,,,,
CURRENTTERM FOURTH YEAR MONTH,CRRNTTRM_FRTH_YR_MNTH,,X,,,,,
CURRENTTERM FIFTH YEAR MONTH,CRRNTTRM_FFTH_YR_MNTH,,X,,,,,
CURRENTTERM SIXTH YEAR MONTH,CRRNTTRM_SXTH_YR_MNTH,,X,,,,,
CAR LIFE PRODUCT NAME,CR_LF_PRDCT_NM,,X,,,,,
CAR LIFE PRODUCT KANA NAME,CR_LF_PRDCT_KN_NM,,X,,,,,
CAR LIFE REQUEST RETAIL PRICE,CR_LF_RQST_RTL_PRC,,X,,,,,
CAR LIFE SHOP COST,CR_LF_SHP_CST,,X,,,,,
WITHOUT CAR LIFE TECHNICAL RETAIL PRICE,WTHT_CR_LF_TCHNCL_RTL_PRC,,X,,,,,
CAR LIFE STANDARD ATTACH HOURS,CR_LF_STNDRD_ATTCH_HRS,,X,,,,,
CAR LIFE OUTSOURCING COST,CR_LF_OTSRCNG_CST,,X,,,,,
CAR LIFE DELETE CLASS,CR_LF_DLT_CLSS,,X,,,,,
PRODUCT CODE,PRDCT_CD,,X,,,,,
ADDED ACQUISITION TAX CLASS,ADDD_ACQSTN_TX_CLSS,,X,,,,,
EQUIPMENT CLASS,EQPMNT_CLSS,,X,,,,,
CAR LIFE CONSUMPTION TAX TAX RATE CLASS,CR_LF_CNSMPTN_TX_TX_RT_CLSS,,X,,,,,
SPECIALLY WORK CLASS,SPCLLY_WRK_CLSS,,X,,,,,
CATALOG PUBLISHED CLASS,CTLG_PBLSHD_CLSS,,X,,,,,
REPRESENTATIVE ACCESSORIES CODE CLASS,RPRSNTTV_ACCSSRS_CD_CLSS,,X,,,,,
IN HOUSE OR OUTSOURCING PRODUCT CLASS,IN_HS_OR_OTSRCNG_PRDCT_CLSS,,X,,,,,
CREDIT CLASS,CRDT_CLSS,,X,,,,,
CREDIT NAME,CRDT_NM,,X,,,,,
CREDIT KANA NAME,CRDT_KN_NM,,X,,,,,
PROGRAM ID,PRGRM_ID,,X,,,,,
SYSTEM IDENTIFICATION CLASS,SYSTM_IDNTFCTN_CLSS,,X,,,,,
SECURITY LEVEL CLASS,SCRTY_LVL_CLSS,,X,,,,,
MAINTENANCE PACKAGE CONTRACT NO,MNTNNC_PCKG_CNTRCT_NO,,X,,,,,
COUPON NO,CPN_NO,,X,,,,,
PURCHASE FIGURES NUMBER,PRCHS_FGRS_NMBR,,X,,,,,
PRODUCT CLASS,PRDCT_CLSS,,X,,,,,
RECEIVED ORDER DETAILS STATUS CODE,RCVD_ORDR_DTLS_STTS_CD,,X,,,,,
COUPON AMOUNT,CPN_AMNT,,X,,,,,
RECEIVING DATE,RCVNG_DT,,X,,,,,
SETTLEMENT DATE,STTLMNT_DT,,X,,,,,
SETTLEMENT SHOP CODE,STTLMNT_SHP_CD,,X,,,,,
SERVICE RECEIVED ORDER NO,SRVC_RCVD_ORDR_NO,,X,,,,,
BILL TO DATA CREATED DATE,BLL_TO_DT_CRTD_DT,,X,,,,,
BILL TO DATE,BLL_TO_DT,,X,,,,,
BILL TO DEALER CODE,BLL_TO_DLR_CD,,X,,,,,
BILL TO AMOUNT,BLL_TO_AMNT,,X,,,,,
USED AT THE TIME OF PURCHASE FIGURES NUMBER,USD_AT_TH_TM_OF_PRCHS_FGRS_NMBR,,X,,,,,
RECEIVED ORDER DETAILS SEQUENCE NO,RCVD_ORDR_DTLS_SQNC_NO,,X,,,,,
PRODUCT SUB CODE,PRDCT_SB_CD,,X,,,,,
SERVICE PRODUCT CLASS,SRVC_PRDCT_CLSS,,X,,,,,
SERVICE VEHICLE CLASS CODE,SRVC_VHCL_CLSS_CD,,X,,,,,
PURCHASE COUPON TOTAL AMOUNT,PRCHS_CPN_TTL_AMNT,,X,,,,,
NEW VEHICLE USED VEHICLE RECEIVED ORDER NO,NW_VHCL_USD_VHCL_RCVD_ORDR_NO,,X,,,,,
CUSTOMER DATE,CSTMR_DT,,X,,,,,
APPLICATION DATE,APPLCTN_DT,,X,,,,,
APPLICATION SEND DATE,APPLCTN_SND_DT,,X,,,,,
APPLICATION SHOP CODE,APPLCTN_SHP_CD,,X,,,,,
APPLICATION SALES PERSON CODE,APPLCTN_SLS_PRSN_CD,,X,,,,,
CANCELLATION DATE,CNCLLTN_DT,,X,,,,,
AHA INSURANCE SECURITIES NO,AH_INSRNC_SCRTS_NO,,X,,,,,
COUPON DEALER CODE,CPN_DLR_CD,,X,,,,,
PACKAGE CLASS,PCKG_CLSS,,X,,,,,
USED AT THE TIME OF PURCHASE FLAG,USD_AT_TH_TM_OF_PRCHS_FLG,,X,,,,,
LAND TRANSPORT OFFICE CODE,LND_TRNSPRT_OFFC_CD,,X,,,,,
LEASE CONTRACT NO,LS_CNTRCT_NO,,X,,,,,
LEASE CLASS,LS_CLSS,,X,,,,,
LEASE TYPE CLASS,LS_TYP_CLSS,,X,,,,,
RECALL NO,RCLL_NO,,X,,,,,
RECALL TARGET CLASS,RCLL_TRGT_CLSS,,X,,,,,
RECALL ENFORCE CLASS,RCLL_ENFRC_CLSS,,X,,,,,
SERVICE TO SEQUENCE NO,SRVC_TO_SQNC_NO,,X,,,,,
SERVICE REQUEST TO SHOP CODE,SRVC_RQST_TO_SHP_CD,,X,,,,,
SECTION NAME,SCTN_NM,,X,,,,,
SECTION RESPONSIBLE PERSON NAME,SCTN_RSPNSBL_PRSN_NM,,X,,,,,
SECTION DISPLAY SORT NO,SCTN_DSPLY_SRT_NO,,X,,,,,
VISIT YEAR MONTH,VST_YR_MNTH,,X,,,,,
VISIT COUNT,VST_CNT,,X,,,,,
NON RECEPTION COUNT,NN_RCPTN_CNT,,X,,,,,
SUSPEND COUNT,SSPND_CNT,,X,,,,,
TEMPORARY RESERVE COUNT,TMPRRY_RSRV_CNT,,X,,,,,
RESERVE COUNT,RSRV_CNT,,X,,,,,
RECEIVING COUNT,RCVNG_CNT,,X,,,,,
IN HOUSE SUBSTITUTE COUNT,IN_HS_SBSTTT_CNT,,X,,,,,
OTHER COMPANY SUBSTITUTE COUNT,OTHR_CMPNY_SBSTTT_CNT,,X,,,,,
OTHER COMPANY RECEIVING COUNT,OTHR_CMPNY_RCVNG_CNT,,X,,,,,
UNNECESSARY RECEIVING COUNT,UNNCSSRY_RCVNG_CNT,,X,,,,,
MOVE COUNT,MV_CNT,,X,,,,,
CANCEL COUNT,CNCL_CNT,,X,,,,,
LATEST MODIFY DATE,LTST_MDFY_DT,,X,,,,,
LATEST MODIFY TIME,LTST_MDFY_TM,,X,,,,,
TOTAL FOUNDATIONS NUMBER A,TTL_FNDTNS_NMBR_A,,X,,,,,
TOTAL FOUNDATIONS NUMBER B,TTL_FNDTNS_NMBR_B,,X,,,,,
TOTAL FOUNDATIONS NUMBER C,TTL_FNDTNS_NMBR_C,,X,,,,,
TOTAL FOUNDATIONS NUMBER D,TTL_FNDTNS_NMBR_D,,X,,,,,
TOTAL FOUNDATIONS NUMBER E,TTL_FNDTNS_NMBR_E,,X,,,,,
TOTAL PROMOTE FOUNDATIONS NUMBER,TTL_PRMT_FNDTNS_NMBR,,X,,,,,
DELIVERED FOUNDATIONS NUMBER A,DLVRD_FNDTNS_NMBR_A,,X,,,,,
DELIVERED FOUNDATIONS NUMBER B,DLVRD_FNDTNS_NMBR_B,,X,,,,,
DELIVERED FOUNDATIONS NUMBER C,DLVRD_FNDTNS_NMBR_C,,X,,,,,
DELIVERED FOUNDATIONS NUMBER D,DLVRD_FNDTNS_NMBR_D,,X,,,,,
DELIVERED FOUNDATIONS NUMBER E,DLVRD_FNDTNS_NMBR_E,,X,,,,,
DELIVERED PROMOTE FOUNDATIONS NUMBER,DLVRD_PRMT_FNDTNS_NMBR,,X,,,,,
UNDELIVERED TO FOUNDATIONS NUMBER A,UNDLVRD_TO_FNDTNS_NMBR_A,,X,,,,,
UNDELIVERED TO FOUNDATIONS NUMBER B,UNDLVRD_TO_FNDTNS_NMBR_B,,X,,,,,
UNDELIVERED TO FOUNDATIONS NUMBER C,UNDLVRD_TO_FNDTNS_NMBR_C,,X,,,,,
UNDELIVERED TO FOUNDATIONS NUMBER D,UNDLVRD_TO_FNDTNS_NMBR_D,,X,,,,,
UNDELIVERED TO FOUNDATIONS NUMBER E,UNDLVRD_TO_FNDTNS_NMBR_E,,X,,,,,
UNDELIVERED TO PROMOTE FOUNDATIONS NUMBER,UNDLVRD_TO_PRMT_FNDTNS_NMBR,,X,,,,,
UNDELIVERED TO TOTAL PROMOTE FOUNDATIONS NUMBER,UNDLVRD_TO_TTL_PRMT_FNDTNS_NMBR,,X,,,,,
TOTAL VEHICLE VOLUME,TTL_VHCL_VLM,,X,,,,,
TOTAL NEW VEHICLE SELF SALES VEHICLE VOLUME,TTL_NW_VHCL_SLF_SLS_VHCL_VLM,,X,,,,,
TOTAL NEW VEHICLE NON SELF SALES VEHICLE VOLUME,TTL_NW_VHCL_NN_SLF_SLS_VHCL_VLM,,X,,,,,
TOTAL USED VEHICLE SELF SALES VEHICLE VOLUME,TTL_USD_VHCL_SLF_SLS_VHCL_VLM,,X,,,,,
